MACHINE,DATE_TIME,TOTAL_TIME,DIR,LOSS_VAL_CRITERION,RMSE_VAL_CRITERION,PLCC_VAL_CRITERION,SROCC_VAL_CRITERION,TRAIN_DATA_SIZE,TEST_DATA_SIZE,MODEL,DATABASE,CNN_EXTRACTION,DEVICE,BATCH_SIZE,NUM_WORKERS,NUM_EPOCHS,SEED,LEARNING_RATE
GPU 0: Tesla V100-SXM2-16GB (UUID: GPU-7f8738b6-91e2-be37-620d-a7074c21b4d3),2024-03-27 16:44:42,0:30:27 (Hour:Minute:Second),20240327_164442,0.023594742640852928,0.153605804949073,0.846192405687209,0.8013814168308715,640,160,Transformer,SCVD,ResNet50,cuda,32,0,1000,22035001,1e-05
