second,train_MSELoss,train_RMSE,train_PLCC,train_SROCC,test_MSELoss,test_RMSE,test_PLCC,test_SROCC
4259,0.09995311564382385,0.3196066347577946,-0.06400871334858499,-0.022436382420311703,0.06891152933239937,0.266482651879372,-0.07512146363971339,0.06483957219251336
4260,0.08399808406829834,0.28692961210516915,0.013687903224524596,0.021231079085639145,0.0625572357326746,0.2641398526766633,-0.044301196181550484,0.13770053475935828
4261,0.08012548680691157,0.28079122858231614,-0.007131151814714753,-0.03255884332621978,0.06281891800463199,0.2685104432464359,0.016642530233522204,0.17647058823529413
4262,0.08090805459548445,0.2815653725513688,-0.010648901120802636,0.017234272356811527,0.06201151460409164,0.26425251159285623,0.08707385349881841,0.22393048128342247
4262,0.070347501512836,0.2676355865839777,0.18754309575050687,0.17664737833480298,0.06178257614374161,0.2643520669465604,0.16964593654605103,0.25868983957219255
4263,0.0751720723860404,0.2745668324720239,0.10501445486497749,0.1016420301273656,0.061428855359554294,0.26325868653807216,0.26596046518632344,0.2817513368983957
4264,0.07218748626901823,0.26876716637008036,0.1650606646369192,0.1780039968067288,0.0610391553491354,0.2617674632941722,0.34205580708652733,0.32419786096256686
4264,0.07772578868795843,0.2803222995633781,0.021874452888359205,0.025546169379033982,0.06104593500494957,0.2639474927985844,0.40034488357634906,0.35695187165775405
4265,0.07324270991718068,0.2729728996634221,0.11606059678000305,0.10049412218958219,0.06045791879296303,0.26178382128691297,0.45322017697784683,0.4251336898395722
4266,0.07563830298535965,0.27188656596472616,0.13507614693018066,0.11174883774321297,0.05976414903998375,0.2591306537409188,0.5098610098186479,0.4679144385026739
4267,0.07346377861412133,0.2740235628501164,0.10040325927217861,0.06717348541374253,0.05911240354180336,0.25764932558549847,0.5618056107391484,0.5147058823529412
4267,0.07047045625307981,0.2628107386255636,0.24995306007968127,0.24947691922380547,0.05857235826551914,0.2564811205211999,0.5820233224114976,0.5614973262032086
4268,0.0692033316282665,0.2649544908185069,0.22644087538942195,0.27395344711535946,0.05764499232172966,0.25105435386548536,0.5898208657143844,0.5591577540106952
4269,0.07516548453884966,0.2733854428602945,0.11297783273617137,0.15508236239453593,0.05669727921485901,0.24780733063059582,0.5951020470010825,0.5688502673796791
4269,0.06709502440165072,0.26028079391304265,0.28375757931154333,0.2930556787527458,0.05491254404187203,0.2458994116802611,0.621613237253871,0.5865641711229947
4270,0.06230640126501813,0.24955601795765772,0.41529429360821224,0.4254303350325849,0.05326351337134838,0.2429898676494986,0.6440470856874049,0.6153074866310161
4271,0.06488992821644335,0.25295100030312556,0.36996407353551003,0.39555342207009536,0.05301932469010353,0.2343976657261295,0.6431758896407993,0.5972593582887701
4272,0.058663400876171445,0.24122273722123416,0.4809109562190955,0.48789739790141545,0.04893665947020054,0.23058499735051588,0.6622240510351131,0.6109625668449198
4272,0.053265406037954724,0.2326698936811874,0.5504098456980158,0.5609147782711462,0.04593423530459404,0.22039143190903035,0.6862715004659768,0.6544117647058825
4273,0.050575281329014725,0.22539970289640734,0.599572735854515,0.613494179584979,0.041833607479929924,0.21551067858214332,0.7076299637914063,0.688836898395722
4274,0.050336796927320605,0.22731783435185499,0.5630635985013418,0.5269053967326365,0.037044623866677284,0.19328648140696045,0.729793464706498,0.6945187165775402
4275,0.04719443148111596,0.21455750443933785,0.6310357988855138,0.6261576912440713,0.03182831313461065,0.19040404470591218,0.7561674756829772,0.7399732620320856
4275,0.033149750355411976,0.1837896553723422,0.7485572113559288,0.7680756366975731,0.027157624810934068,0.16675865865325243,0.7765145560566614,0.7613636363636364
4276,0.028506727176992333,0.16961931799430455,0.7895356552675008,0.7974516443781208,0.021227425523102285,0.15765523659612132,0.8086098108822827,0.7837566844919787
4277,0.024319094167474437,0.15678669573713555,0.8175130304035596,0.7949001580982294,0.01873870820272714,0.14989668444788862,0.8335043069257839,0.8114973262032086
4277,0.023836059632765895,0.15416596091498833,0.8270907517413361,0.8183800931892533,0.017471206560730933,0.14037166183141261,0.8571689123413061,0.8462566844919788
4278,0.026469244457343045,0.1614847457285933,0.813260528896954,0.8063427131325884,0.017589263804256915,0.14404732486023236,0.8820910239029729,0.8669786096256685
4279,0.021529041504596964,0.1471341707135398,0.8411139109919948,0.8459664080395297,0.01160747577669099,0.11817771029592405,0.9029676151147443,0.872994652406417
